"업체(시설)명","인허가번호","업종코드","업종명","지도점검일자","점검기관","점검기관명","지도점검구분","처분대상여부","점검사항","점검결과","소재지도로명주소","소재지주소"
"(주)우주카독크","323000021200300011","21","대기배출업소관리","20171130","3230000","서울특별시 송파구","수시","N","","","서울특별시 송파구 동남로24길 17 (오금동)","서울특별시 송파구 오금동 155-10번지 "
"(주)건양자동차","323000021200500004","21","대기배출업소관리","20171130","3230000","서울특별시 송파구","수시","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 오금로35길 46 (오금동)","서울특별시 송파구 오금동 39번지 "
"국립경찰병원","323000022198900003","22","폐수배출업소관리","20171122","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 적정 운영여부 점검","","서울특별시 송파구 송이로 123  (가락동)","서울특별시 송파구 가락동 58번지 "
"(주)리클린","323000022200900001","22","폐수배출업소관리","20171122","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 적정 운영여부 점검","","서울특별시 송파구 헌릉로 793 (장지동 송파구 자원순환공원)","서울특별시 송파구 장지동 692-2번지 "
"삼광교통(주)","323000022200800001","22","폐수배출업소관리","20171121","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 충민로6길 67  (장지동)","서울특별시 송파구 장지동 863-4번지 "
"대영운수(주)","323000022199600200","22","폐수배출업소관리","20171121","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 충민로6길 61-22 (장지동)","서울특별시 송파구 장지동 863-2번지 "
"승일운수(주)","323000022200800003","22","폐수배출업소관리","20171121","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 충민로6길 61-6  (장지동)","서울특별시 송파구 장지동 863번지 "
"(주)신일씨엠","323000022199900602","22","폐수배출업소관리","20171121","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","","서울특별시 송파구 장지동 738-17번지 외 3필지 "
"돈방자동차공업사","323000022200200699","22","폐수배출업소관리","20171101","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 송이로30길 31  (문정동)","서울특별시 송파구 문정동 91-15번지 "
"(주)강동모터스","323000021200400055","21","대기배출업소관리","20171026","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 백제고분로31길 2-18 (삼전동)","서울특별시 송파구 삼전동 133-3번지 "
"동양카모터스","323000022199800530","22","폐수배출업소관리","20171024","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 적정 운영","","서울특별시 송파구 동남로 324-1 (오금동)","서울특별시 송파구 오금동 120-30번지 "
"문화자동차공업사","323000021200400062","21","대기배출업소관리","20171020","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 중대로 178  (가락동)","서울특별시 송파구 가락동 147-1번지 "
"(주)제일유니온","323000021201500026","21","대기배출업소관리","20171020","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 송파대로 260 (가락동 제일오피스텔)",""
"에이스세차장","323000022200400002","22","폐수배출업소관리","20171019","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 점검하였음.","","서울특별시 송파구 양산로 39 (거여동 에이스카센타)","서울특별시 송파구 거여동 563-10번지 "
"강남힘찬병원","323000022201200006","22","폐수배출업소관리","20171019","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 점검하였음.","","서울특별시 송파구 백제고분로 405 (송파동)","서울특별시 송파구 송파동 20-8번지 "
"한국체육대학교","323000021201500011","21","대기배출업소관리","20171019","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 양재대로 1239 (방이동 한국체육대학교)",""
"(주)신대한관리","323000021201500008","21","대기배출업소관리","20171019","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 가락로 183 (송파동 한양아파트)",""
"(주)지에스리테일송파물류센터","323000022201500008","22","폐수배출업소관리","20171019","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 점검하였음.","","서울특별시 송파구 송파대로 55 (장지동)","서울특별시 송파구 장지동 875-0번지 c동 지하1층호"
"롯데쇼핑(주)롯데캐슬플라자","323000021201500018","21","대기배출업소관리","20171018","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 올림픽로 269 (신천동 롯데캐슬골드)",""
"(주)정민자동차공업사","323000021200500001","21","대기배출업소관리","20171018","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 마천로 221 (마천동)","서울특별시 송파구 마천동 26-9번지 "
"서울곰두리체육센터","323000021201500003","21","대기배출업소관리","20171018","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 동남로 271 (오금동 서울곰두리체육센터)",""
"석촌점현대자동차","323000022200800007","22","폐수배출업소관리","20171017","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 송파대로39길 6 (석촌동)","서울특별시 송파구 석촌동 292-9번지 "
"애니카랜드오금점","323000022200200666","22","폐수배출업소관리","20171017","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 위례성대로 198  (오금동)","서울특별시 송파구 오금동 4-9번지 "
"(주)온리원엠케이","323000022201600002","22","폐수배출업소관리","20171017","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 오금로 133 (방이동 유진빌딩)","서울특별시 송파구 방이동 109-9번지 "
"돈방자동차공업사","323000022200200699","22","폐수배출업소관리","20171017","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 송이로30길 31  (문정동)","서울특별시 송파구 문정동 91-15번지 "
"(주)중앙일보","323000022199100033","22","폐수배출업소관리","20171016","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 오금로 310  (가락동)","서울특별시 송파구 가락동 8-2번지 "
"MK모터스","323000022199400133","22","폐수배출업소관리","20171016","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 삼학사로 85  (삼전동)","서울특별시 송파구 삼전동 131-4번지 "
"제일현대카서비스","323000022200100615","22","폐수배출업소관리","20171016","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 오금로36길 13 (가락동)","서울특별시 송파구 가락동 18-9번지 "
"한국쓰리알환경산업(주)","323000021201000113","21","대기배출업소관리","20171013","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","","서울특별시 송파구 장지동 692-2번지 동남권유통단지 5블럭 "
"(주)비티비모터스","323000021201600003","21","대기배출업소관리","20171013","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 송파대로 55 (장지동 서울복합물류)",""
"국민체육진흥공단","323000021201500009","21","대기배출업소관리","20171013","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 올림픽로 448 (방이동 서울올림픽파크텔)",""
"경찰청 경찰병원","323000021201500031","21","대기배출업소관리","20171011","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 송이로 123 (가락동 국립경찰병원)",""
"스피드메이트석촌점","323000022200300735","22","폐수배출업소관리","20171010","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영사항 점검","","","서울특별시 송파구 송파동 93-1번지 11호 "
"승일운수(주)","323000021200800004","21","대기배출업소관리","20171010","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 충민로6길 61-6  (장지동)","서울특별시 송파구 장지동 863번지 "
"더클래스효성(주)송파지점","323000021201500015","21","대기배출업소관리","20171010","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 정의로8길 6 (문정동)","서울특별시 송파구 문정동 640-9번지 "
"대영운수(주)","323000021201400001","21","대기배출업소관리","20171010","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 충민로6길 61-22 (장지동)","서울특별시 송파구 장지동 863-2번지 "
"대원자동차공업사","323000022199400103","22","폐수배출업소관리","20171010","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영사항 점검","","서울특별시 송파구 삼전로2길 31  (삼전동)","서울특별시 송파구 삼전동 38-13번지 "
"돈방자동차공업사","323000022200200699","22","폐수배출업소관리","20170925","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지지설 운영사항 점검","","서울특별시 송파구 송이로30길 31  (문정동)","서울특별시 송파구 문정동 91-15번지 "
"타이어킹박사(주)송파지점","323000022199200038","22","폐수배출업소관리","20170925","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지지설 운영사항 점검","","서울특별시 송파구 중대로 160 (가락동)","서울특별시 송파구 가락동 146-2번지 "
"송일자동차공업9주)세차장","323000022201500001","22","폐수배출업소관리","20170925","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지지설 운영사항 점검","","서울특별시 송파구 송이로36길 62-17 (문정동)",""
"매일카종합","323000022199000027","22","폐수배출업소관리","20170925","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지지설 운영사항 점검","","서울특별시 송파구 오금로 147  (방이동)","서울특별시 송파구 방이동 108-7번지 "
"(주)온리원엠케이","323000022201600002","22","폐수배출업소관리","20170922","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 오금로 133 (방이동 유진빌딩)","서울특별시 송파구 방이동 109-9번지 "
"워시맥스","323000022201700006","22","폐수배출업소관리","20170922","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 중대로10길 5 1층 (가락동)","서울특별시 송파구 가락동 "
"매일카종합","323000022199000027","22","폐수배출업소관리","20170920","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 관리 사항 점검","","서울특별시 송파구 오금로 147  (방이동)","서울특별시 송파구 방이동 108-7번지 "
"유영자동차공업사","323000022199300088","22","폐수배출업소관리","20170920","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 관리 사항 점검","","서울특별시 송파구 백제고분로45길 38  (송파동)","서울특별시 송파구 송파동 57번지 "
"지쓰리카케어잠실점","323000022201500012","22","폐수배출업소관리","20170920","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 관리 사항 점검","","서울특별시 송파구 가락로 58 (석촌동 석림빌딩)",""
"워시박스","323000022201500004","22","폐수배출업소관리","20170920","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 관리 사항 점검","","서울특별시 송파구 오금로17길 14 (방이동)",""
"(주)온리원엠케이","323000022201600002","22","폐수배출업소관리","20170920","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 관리 사항 점검","","서울특별시 송파구 오금로 133 (방이동 유진빌딩)","서울특별시 송파구 방이동 109-9번지 "
"한강에너지(주) 퍼스트주유소","323000022200700766","22","폐수배출업소관리","20170919","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영사항 점검","","","서울특별시 송파구 석촌동 217-17번지 "
"워시맥스","323000022201300013","22","폐수배출업소관리","20170919","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영사항 점검","","서울특별시 송파구 오금로22길 26 1층 (송파동)","서울특별시 송파구 송파동 139-12번지 1층 "
"지쓰리카케어잠실점","323000022201500012","22","폐수배출업소관리","20170919","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영사항 점검","","서울특별시 송파구 가락로 58 (석촌동 석림빌딩)",""
"석촌점현대자동차","323000022200800007","22","폐수배출업소관리","20170919","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영사항 점검","","서울특별시 송파구 송파대로39길 6 (석촌동)","서울특별시 송파구 석촌동 292-9번지 "
"스피드메이트석촌점","323000022200300735","22","폐수배출업소관리","20170918","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영사항 점검","","","서울특별시 송파구 송파동 93-1번지 11호 "
"명품손세차장","323000022200700767","22","폐수배출업소관리","20170918","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영사항 점검","","서울특별시 송파구 송파대로44길 4 (송파동)","서울특별시 송파구 송파동 16-7번지 "
"(주)잠실에너지","323000022198700021","22","폐수배출업소관리","20170918","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영사항 점검","","","서울특별시 송파구 송파동 19-1번지 "
"서울시학생체육관","323000021201500034","21","대기배출업소관리","20170918","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","서울특별시 송파구 올림픽로 25 (잠실동 서울종합운동장)",""
"프리마타마","323000021201500005","21","대기배출업소관리","20170918","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","","서울특별시 송파구 잠실동 101-1번지 "
"올림피아빌딩자치회","323000021201500028","21","대기배출업소관리","20170918","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","서울특별시 송파구 백제고분로 75 (잠실동 올림피아)",""
"서울특별시체육시설관리사업소","323000021201500001","21","대기배출업소관리","20170918","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","서울특별시 송파구 올림픽로 25 (잠실동 서울종합운동장)",""
"유영자동차공업사","323000022199300088","22","폐수배출업소관리","20170918","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영사항 점검","","서울특별시 송파구 백제고분로45길 38  (송파동)","서울특별시 송파구 송파동 57번지 "
"서울특별시농수산식품공사","323000021201500002","21","대기배출업소관리","20170914","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","서울특별시 송파구 양재대로 935 (가락동)",""
"(주)케이리얼티제3호위탁관리부동산투자회사","323000021201500019","21","대기배출업소관리","20170912","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","서울특별시 송파구 중대로 80 (문정동 GS 마트)",""
"(주)웰니스 스포츠 송파점","323000021201500035","21","대기배출업소관리","20170912","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","서울특별시 송파구 송이로34길 62 (문정동 문정고등학교)",""
"문정현대자동차공업사","323000021200600009","21","대기배출업소관리","20170912","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","서울특별시 송파구 송이로 190 (문정동)","서울특별시 송파구 문정동 4번지 "
"삼성생명보험(주)가락동사옥","323000021201500020","21","대기배출업소관리","20170907","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 오금로 310 (가락동 중앙일보사)",""
"대림자동차공업사","323000021200400007","21","대기배출업소관리","20170907","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 중대로 204 (가락동)","서울특별시 송파구 가락동 156-5번지 "
"(주)중앙일보","323000023201200003","23","소음진동관리","20170907","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 오금로 310 가락동동 (가락동)","서울특별시 송파구 가락동 8-2번지 "
"서경빌딩","323000021201500033","21","대기배출업소관리","20170905","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 올림픽로 114 (잠실동 서경빌딩)",""
"(재)서울기독교청년회유지재단","323000021201500032","21","대기배출업소관리","20170905","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 올림픽로 211 (잠실동 서울Y.M.C.A송파지회)",""
"(주)석촌현대자동차서비스","323000021200600002","21","대기배출업소관리","20170901","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 백제고분로39길 40 (석촌동)","서울특별시 송파구 석촌동 183-8번지 "
"송파알찬주유소","323000022199500197","22","폐수배출업소관리","20170901","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 현황 점검","","서울특별시 송파구 백제고분로 229  (삼전동)","서울특별시 송파구 삼전동 9-8번지 "
"리카지모터스","323000022201700005","22","폐수배출업소관리","20170901","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 현황 점검","","서울특별시 송파구 석촌호수로 144 1층 1호 (삼전동)",""
"MK모터스","323000022199400133","22","폐수배출업소관리","20170901","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 현황 점검","","서울특별시 송파구 삼학사로 85  (삼전동)","서울특별시 송파구 삼전동 131-4번지 "
"삼광교통(주)","323000021200900002","21","대기배출업소관리","20170901","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 충민로6길 67  (장지동)","서울특별시 송파구 장지동 863-4번지 "
"세종자동차공업사","323000021200600013","21","대기배출업소관리","20170831","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","서울특별시 송파구 송이로 140 (가락동)","서울특별시 송파구 가락동 122-3번지 "
"(사)대한전기협회","323000021201500027","21","대기배출업소관리","20170831","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","서울특별시 송파구 중대로 113 (가락동 대한전기협회)",""
"IT벤처타워","323000021201500022","21","대기배출업소관리","20170831","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","서울특별시 송파구 중대로 135 (가락동 아이티벤처타워)",""
"동서울자동차공업사","323000021200400016","21","대기배출업소관리","20170821","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","서울특별시 송파구 문정로 231  (오금동)","서울특별시 송파구 오금동 145-13번지 "
"O2ZONE 스포츠센타","323000021201500030","21","대기배출업소관리","20170821","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","서울특별시 송파구 오금로 235 (방이동 오투존 스포츠센터)",""
"주식회사 리왁스인터내셔널","323000022199300077","22","폐수배출업소관리","20170818","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 동남로23길 55 (오금동)","서울특별시 송파구 오금동 52-22번지 "
"(주)신흥기업","323000022198200010","22","폐수배출업소관리","20170818","3230000","서울특별시 송파구","정기","N","폐수배출시설 정상 운영 여부","","서울특별시 송파구 중대로38길 17  (오금동)","서울특별시 송파구 오금동 91번지 "
"거성카모터스","323000022199400149","22","폐수배출업소관리","20170818","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 마천로 207 (오금동)","서울특별시 송파구 오금동 113-6번지 "
"성공카랜드","323000022200300718","22","폐수배출업소관리","20170817","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 성내천로 82  (오금동)","서울특별시 송파구 오금동 150-3번지 "
"송파구청(폐기물압축장)","323000022201100006","22","폐수배출업소관리","20170817","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","","서울특별시 송파구 장지동 692-2번지 폐기물 종합처리시설 "
"송파구청","323000022201100002","22","폐수배출업소관리","20170817","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","","서울특별시 송파구 장지동 692-5번지 폐기물종합처리시설 "
"(주)아우토플라츠 송파서비스센터","323000021200700002","21","대기배출업소관리","20170816","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","서울특별시 송파구 문정로4길 31 (문정동)","서울특별시 송파구 문정동 89-9번지 "
"(주)주승 서울송파 오토디자인","323000021200400083","21","대기배출업소관리","20170816","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","서울특별시 송파구 삼학사로19길 9 (삼전동)","서울특별시 송파구 삼전동 128번지 "
"올림픽모터스","323000022199900495","22","폐수배출업소관리","20170811","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 중대로 308  (오금동)","서울특별시 송파구 오금동 89-3번지 "
"만도프라자올림픽점","323000022199400130","22","폐수배출업소관리","20170811","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 위례성대로 204  (오금동)","서울특별시 송파구 오금동 4-12번지 "
"애니카랜드 문정점","323000022199600217","22","폐수배출업소관리","20170811","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 새말로 107  (문정동)","서울특별시 송파구 문정동 70-11번지 "
"태원빌딩","323000021201600002","21","대기배출업소관리","20170810","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 정상운영 여부","","서울특별시 송파구 오금로 91 (방이동 태원빌딩)",""
"(주)레이크인","323000021201500007","21","대기배출업소관리","20170810","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 정상가동 여부","","","서울특별시 송파구 석촌동 158번지 "
"한국쓰리알환경산업(주)","323000021201000113","21","대기배출업소관리","20170810","3230000","서울특별시 송파구","정기","N","배출시설 설치 및 방지시설 정상가동 여부","","","서울특별시 송파구 장지동 692-2번지 동남권유통단지 5블럭 "
"(주)리클린","323000021200900001","21","대기배출업소관리","20170810","3230000","서울특별시 송파구","정기","N","대기배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 중대로 216 (가락동동진빌딩 402호)","서울특별시 송파구 가락동 160-9번지 동진빌딩 402호 "
"하이카자동차공업사","323000022200200703","22","폐수배출업소관리","20170808","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 송이로 141 (가락동)","서울특별시 송파구 가락동 123-12번지 "
"효성공업사","323000022199400127","22","폐수배출업소관리","20170808","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 송이로21길 40  (가락동)","서울특별시 송파구 가락동 40-7번지 "
"영카써비스","323000022200400743","22","폐수배출업소관리","20170808","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 송이로21길 44  (가락동)","서울특별시 송파구 가락동 41-6번지 "
"방이주유소","323000022199700112","22","폐수배출업소관리","20170802","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 위례성대로12길 38 (방이동)","서울특별시 송파구 방이동 132-1번지 "
"대성주유소","323000022199500173","22","폐수배출업소관리","20170802","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 사항 점검","","서울특별시 송파구 마천로 230 (마천동)","서울특별시 송파구 마천동 31번지 "
"(사)대한전기협회","323000021201500027","21","대기배출업소관리","20170721","3230000","서울특별시 송파구","정기","N","대기배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 중대로 113 (가락동 대한전기협회)",""
"(주)아우토플라츠 송파서비스센터","323000021200700002","21","대기배출업소관리","20170721","3230000","서울특별시 송파구","정기","N","대기배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 문정로4길 31 (문정동)","서울특별시 송파구 문정동 89-9번지 "
"한국전력공사 독신자생활관","323000021201500029","21","대기배출업소관리","20170721","3230000","서울특별시 송파구","정기","N","대기배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 오금로27길 29 (방이동)","서울특별시 송파구 방이동 128번지 "
"대신자동차공업사","323000021200400010","21","대기배출업소관리","20170712","3230000","서울특별시 송파구","정기","N","대기배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 오금로36길 56 (가락동)","서울특별시 송파구 가락동 46-15번지 "
"대산카독크","323000022199800269","22","폐수배출업소관리","20170712","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 마천로 88  (오금동)","서울특별시 송파구 오금동 38-1번지 "
"붕붕카세차장","323000022199400128","22","폐수배출업소관리","20170712","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 중대로 301  (오금동)","서울특별시 송파구 오금동 30번지 "
"홍은카센타","323000022199500168","22","폐수배출업소관리","20170712","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 마천로 101  (오금동)","서울특별시 송파구 오금동 25-6번지 "
"(주)삼표산업 풍납공장","323000021200400036","21","","20170712","3230000","서울특별시 송파구","합동","","대기배출시설 및 방지시설 정상운영 여부 흡수액 등 처리 여부: 2016.6.27 처리","","서울특별시 송파구 토성로 5 (풍납동)","서울특별시 송파구 풍납동 305-10번지 "
"(주)우주카독크","323000021200300011","21","","20170712","3230000","서울특별시 송파구","합동","","배출 및 방지시설 운영상태 등","","서울특별시 송파구 동남로24길 17 (오금동)","서울특별시 송파구 오금동 155-10번지 "
"한미사이언스 주식회사","323000021201500023","21","대기배출업소관리","20170712","3230000","서울특별시 송파구","정기","N","대기배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 위례성대로 14 (방이동 한미타워)",""
"송파구청(송파구체육문화회관)","323000021201500017","21","대기배출업소관리","20170712","3230000","서울특별시 송파구","정기","N","대기배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 양산로 15 (거여동 송파구체육문화회관)",""
"롯데물산(주)","323000021201500021","21","대기배출업소관리","20170706","3230000","서울특별시 송파구","정기","N","대기배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 올림픽로 300 (신천동)",""
"송파구청","323000021201600001","21","대기배출업소관리","20170706","3230000","서울특별시 송파구","정기","N","대기배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 올림픽로 326 (신천동 송파구청)",""
"한국방송광고진흥공사","323000021201500014","21","대기배출업소관리","20170706","3230000","서울특별시 송파구","정기","N","대기배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 올림픽로35길 137 (신천동 한국광고문화회관)",""
"(주)신화에너지서울지점","323000022199400147","22","폐수배출업소관리","20170704","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 가락로 47 (석촌동 가락로주유소)","서울특별시 송파구 석촌동 239-8번지 가락로주유소 "
"동광악세사리","323000022199900494","22","폐수배출업소관리","20170526","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정여부","","서울특별시 송파구 양산로8길 31 (거여동)","서울특별시 송파구 거여동 258-136번지 "
"신양금속","323000022199800461","22","폐수배출업소관리","20170526","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 거마로7길 9-16 (거여동)","서울특별시 송파구 거여동 136-19번지 "
"(사)한국건강관리협회 서울특별시 강남지부","323000022201100003","22","폐수배출업소관리","20170526","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 올림픽로 269 (신천동롯데캐슬플라자 5층)","서울특별시 송파구 신천동 7-18번지 롯데캐슬플라자 5층 "
"주식회사 아이디 쥬얼리","323000022201600008","22","폐수배출업소관리","20170524","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 송파대로 376 4층 (송파동 정우빌딩)",""
"(쟤)씨젠의료재단","323000022201300012","22","폐수배출업소관리","20170524","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 오금로13길 3-11 (방이동)","서울특별시 송파구 방이동 65-7번지 "
