"업체(시설)명","인허가번호","업종코드","업종명","지도점검일자","점검기관","점검기관명","지도점검구분","처분대상여부","점검사항","점검결과","소재지도로명주소","소재지주소"
"송파구청(폐기물압축장)","323000022201100006","22","폐수배출업소관리","20150908","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영여부","","","서울특별시 송파구 장지동 692-2번지 폐기물 종합처리시설 "
"(주)삼표산업 풍납공장","323000022197800006","22","폐수배출업소관리","20150904","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 토성로 5  (풍납동)","서울특별시 송파구 풍납동 305-10번지 "
"승리상운(주)","323000022199400160","22","폐수배출업소관리","20150904","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영여부","","서울특별시 송파구 백제고분로28길 38 (삼전동)","서울특별시 송파구 삼전동 53-6번지 "
"공신통운","323000022200200661","22","폐수배출업소관리","20150904","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 풍성로21길 4 (풍납동)","서울특별시 송파구 풍납동 163-3번지 "
"워시박스","323000022201500004","22","폐수배출업소관리","20150901","3230000","서울특별시 송파구","수시","N","폐구배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 오금로17길 14 (방이동)",""
"(주)중앙일보","323000022199100033","22","폐수배출업소관리","20150901","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 오금로 310  (가락동)","서울특별시 송파구 가락동 8-2번지 "
"현대카정비센타","323000022200100643","22","폐수배출업소관리","20150901","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 오금로46길 6  (가락동)","서울특별시 송파구 가락동 174-16번지 "
"스피드메이트가락점","323000022200100615","22","폐수배출업소관리","20150901","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 오금로36길 13  (가락동)","서울특별시 송파구 가락동 18-9번지 "
"워시맥스","323000022201300013","22","폐수배출업소관리","20150824","3230000","서울특별시 송파구","수시","N","폐수배출시설 및 방지시설 운영 적정여부","","서울특별시 송파구 오금로22길 26 1층 (송파동)","서울특별시 송파구 송파동 139-12번지 1층 "
"송일자동차공업9주)세차장","323000022201500001","22","폐수배출업소관리","20150824","3230000","서울특별시 송파구","수시","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 송이로36길 62-17 (문정동)",""
"대원자동차공업사","323000022199400103","22","폐수배출업소관리","20150810","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 삼전로2길 31  (삼전동)","서울특별시 송파구 삼전동 38-13번지 "
"(주)한국투아치","323000022201300009","22","폐수배출업소관리","20150810","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","","서울특별시 송파구 장지동 245-2번지 "
"(주)한국투아치","323000022201300010","22","폐수배출업소관리","20150810","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","","서울특별시 송파구 장지동 538-3번지 "
"에코카랜드","323000022200900004","22","폐수배출업소관리","20150810","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 새말로5길 4-4 (문정동)","서울특별시 송파구 문정동 70번지 "
"글로벌모터스","323000022201300001","22","폐수배출업소관리","20150807","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 문정로 55-6  (문정동)","서울특별시 송파구 문정동 17-9번지 "
"(주)아우토플라츠 송파서비스센터","323000021200700002","21","대기배출업소관리","20150729","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 적정 운영 여부 신고사항 및 변경여부 운영일지 기록 유지 여부 등","","서울특별시 송파구 문정로4길 31 (문정동)","서울특별시 송파구 문정동 89-9번지 "
"(주)퍼펙트모터스","323000021200700003","21","대기배출업소관리","20150729","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 적정 운영 여부 신고사항 및 변경여부 운영일지 기록 유지 여부 등","","서울특별시 송파구 올림픽로34길 9-15 (방이동)","서울특별시 송파구 방이동 42-3번지 "
"송파현대써비스(주)","323000021200700004","21","대기배출업소관리","20150724","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 적정 운영 여부 신고사항 및 변경여부 운영일지 기록 유지 여부 등","","서울특별시 송파구 송이로32길 38 (문정동)","서울특별시 송파구 문정동 20-6번지 "
"문정현대자동차공업사","323000021200600009","21","대기배출업소관리","20150723","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 적정 운영 여부 신고사항 및 변경여부 운영일지 기록 유지 여부 등","","서울특별시 송파구 송이로 190 (문정동)","서울특별시 송파구 문정동 4번지 "
"25시오토프라자","323000022199400149","22","폐수배출업소관리","20150717","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 마천로 207 (오금동)","서울특별시 송파구 오금동 113-6번지 "
"엠앤엠산업(주)송파A/S센터","323000022200700001","22","폐수배출업소관리","20150717","3230000","서울특별시 송파구","정기","N","폐수배출시설  및 방지시설 적정 운영 여부","","서울특별시 송파구 백제고분로22길 38-13  (삼전동)","서울특별시 송파구 삼전동 38-16번지 "
"쌍용자동차송파서비스프라자","323000022199700222","22","폐수배출업소관리","20150717","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 동남로 311 (오금동)","서울특별시 송파구 오금동 126-5번지 "
"영카써비스","323000022200400743","22","폐수배출업소관리","20150703","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 송이로21길 44  (가락동)","서울특별시 송파구 가락동 41-6번지 "
"픽스카서비스","323000022199700186","22","폐수배출업소관리","20150703","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 동남로18길 47  (가락동)","서울특별시 송파구 가락동 189-18번지 "
"스팀워시","323000022199800530","22","폐수배출업소관리","20150611","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 동남로 324-1 (오금동)","서울특별시 송파구 오금동 120-30번지 "
"홍익에너지","323000022201400004","22","폐수배출업소관리","20150611","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 석촌호수로 242 (석촌동)",""
"유영자동차공업사","323000022199300088","22","폐수배출업소관리","20150609","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 백제고분로45길 38  (송파동)","서울특별시 송파구 송파동 57번지 "
"(주)동아지질","323000022201400007","22","폐수배출업소관리","20150609","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영여부","","","서울특별시 송파구 방이동 88-24번지 "
"문정카","323000022199400119","22","폐수배출업소관리","20150604","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 새말로 188  (문정동)","서울특별시 송파구 문정동 113-5번지 "
"대산카독크","323000022199800269","22","폐수배출업소관리","20150603","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 마천로 88  (오금동)","서울특별시 송파구 오금동 38-1번지 "
"형제카오토박스","323000022199600196","22","폐수배출업소관리","20150603","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 오금로 537  (거여동)","서울특별시 송파구 거여동 35-3번지 "
"빠른병원","323000022201400005","22","폐수배출업소관리","20150514","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 백제고분로 405 (송파동)",""
"가인쥬얼리","323000022201400001","22","폐수배출업소관리","20150514","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 중대로 24 (문정동)",""
"(주)온리원엠케이","323000022200400740","22","폐수배출업소관리","20150514","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 오금로 137 (방이동)","서울특별시 송파구 방이동 109-15번지 "
"부흥사","323000022200100618","22","폐수배출업소관리","20150514","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 풍성로25길 29-1  (풍납동)","서울특별시 송파구 풍납동 153-10번지 "
"한강에너지(주) 퍼스트주유소","323000022200700766","22","폐수배출업소관리","20150513","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","","서울특별시 송파구 석촌동 217-17번지 "
"(주)지에스이앤알 송파제일주유소","323000022199400115","22","폐수배출업소관리","20150513","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 삼학사로 50 (석촌동)","서울특별시 송파구 석촌동 210-16번지 "
"세이프모터스","323000022201300008","22","폐수배출업소관리","20150513","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 마천로25길 3 (오금동)","서울특별시 송파구 오금동 119-25번지 "
"논산체인","323000022200900002","22","폐수배출업소관리","20150508","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영여부","","서울특별시 송파구 가락로33길 30 (방이동지층)","서울특별시 송파구 방이동 117번지 지층 "
"오륜카크리닉","323000022199900522","22","폐수배출업소관리","20150508","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영여부","","서울특별시 송파구 위례성대로22길 10 (오금동)","서울특별시 송파구 오금동 8-3번지 "
"워시맥스","323000022201300013","22","폐수배출업소관리","20150424","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 오금로22길 26 1층 (송파동)","서울특별시 송파구 송파동 139-12번지 1층 "
"스피드메이트석촌점","323000022200300735","22","폐수배출업소관리","20150423","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","","서울특별시 송파구 송파동 93-1번지 11호 "
"세기산업","323000022199900525","22","폐수배출업소관리","20150423","3230000","서울특별시 송파구","정기","N","폐수배출시설 적정 운영 여부","","서울특별시 송파구 문정로13길 14-1  (가락동)","서울특별시 송파구 가락동 181-21번지 "
"붕붕카세차장","323000022199400128","22","폐수배출업소관리","20150407","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 중대로 301  (오금동)","서울특별시 송파구 오금동 30번지 "
"소낙스송파점","323000022199300077","22","폐수배출업소관리","20150407","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 동남로23길 55 (오금동)","서울특별시 송파구 오금동 52-22번지 "
"매일세차장","323000022200200651","22","폐수배출업소관리","20150331","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 오금로19길 4  (방이동)","서울특별시 송파구 방이동 114번지 "
"한양오토프라자","323000022200400744","22","폐수배출업소관리","20150331","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영여부","","서울특별시 송파구 송이로32길 36 (문정동)","서울특별시 송파구 문정동 20-4번지 "
"국제카종합서비스","323000022199400107","22","폐수배출업소관리","20150331","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 송이로32길 20 (문정동)","서울특별시 송파구 문정동 21-3번지 "
"영남금속","323000022199900499","22","폐수배출업소관리","20150326","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 성내천로43길 8  (마천동)","서울특별시 송파구 마천동 362-1번지 "
"(쟤)씨젠의료재단","323000022201300012","22","폐수배출업소관리","20150326","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 오금로13길 3-11 (방이동)","서울특별시 송파구 방이동 65-7번지 "
"삼이산업","323000022201100007","22","폐수배출업소관리","20150326","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 마천로 338 (거여동지1층)","서울특별시 송파구 거여동 220-53번지 지1층 "
"대륜운수(주)","323000022201300007","22","폐수배출업소관리","20150317","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 성내천로 165 (마천동)","서울특별시 송파구 마천동 8-2번지 "
"유진종합카센타","323000022199400110","22","폐수배출업소관리","20150317","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 마천로 231 (마천동)","서울특별시 송파구 마천동 25-5번지 "
"정직한주유소","323000022199400116","22","폐수배출업소관리","20150317","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 오금로 455  (거여동)","서울특별시 송파구 거여동 19-4번지 "
"의료법인장원의료재단","323000022201400003","22","폐수배출업소관리","20150311","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 거마로 68 (마천동)",""
"삼호금속","323000022199900531","22","폐수배출업소관리","20150311","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 거마로3길 14-7 (거여동)","서울특별시 송파구 거여동 23-6번지 지하 "
"현대캐스팅","323000022201300011","22","폐수배출업소관리","20150311","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 마천로51길 27-1 (마천동)","서울특별시 송파구 마천동 191-9번지 "
"(주)태림석유 강동주유소","323000022200200677","22","폐수배출업소관리","20150123","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 오금로 241  (방이동11)","서울특별시 송파구 방이동 226-10번지 11 "
"(주)삼정석유 삼정주유소","323000022199300096","22","폐수배출업소관리","20150123","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 백제고분로 252  (삼전동)","서울특별시 송파구 삼전동 72-2번지 "
"형제카오토박스","323000022199600196","22","폐수배출업소관리","20141216","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 오금로 537  (거여동)","서울특별시 송파구 거여동 35-3번지 "
"소낙스송파점","323000022199300077","22","폐수배출업소관리","20141216","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 동남로23길 55 (오금동)","서울특별시 송파구 오금동 52-22번지 "
"(주)퍼펙트모터스","323000021200700003","21","","20141203","3230000","서울특별시 송파구","수시","","","","서울특별시 송파구 올림픽로34길 9-15 (방이동)","서울특별시 송파구 방이동 42-3번지 "
"소낙스송파점","323000022199300077","22","폐수배출업소관리","20141112","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 동남로23길 55 (오금동)","서울특별시 송파구 오금동 52-22번지 "
"(주)한국쉬즈라인","323000021200500023","21","","20141107","3230000","서울특별시 송파구","정기","","대기배출시설 적정관리","","서울특별시 송파구 거마로 90  (마천동)","서울특별시 송파구 마천동 49-15번지 "
"문정건영아파트","323000021200700005","21","","20141107","3230000","서울특별시 송파구","정기","","배출시설 및 방지시설 적정 운영여부","","","서울특별시 송파구 문정동 72-3번지 "
"승일운수(주)","323000021200800004","21","","20141107","3230000","서울특별시 송파구","정기","","대기배출시설 및 방지시설 적정여부","","서울특별시 송파구 충민로6길 61-6  (장지동)","서울특별시 송파구 장지동 863번지 "
"(주)강동모터스","323000021200400055","21","","20141107","3230000","서울특별시 송파구","정기","","대기배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 백제고분로31길 2-18  (삼전동)","서울특별시 송파구 삼전동 133-3번지 "
"(주)주승 서울송파 오토디자인","323000021200400083","21","","20141107","3230000","서울특별시 송파구","수시","","대기배출시설및 방지시설 적정 운영관리","","서울특별시 송파구 삼학사로19길 9  (삼전동)","서울특별시 송파구 삼전동 128번지 "
"한국지역난방공사-서울남부지사","323000021200700007","21","","20141107","3230000","서울특별시 송파구","정기","N","대기배출시설 및 방지시설 적정 운영관리","","서울특별시 송파구 동남로 225 (가락동)","서울특별시 송파구 가락동 165번지 "
"태양모터스","323000022199200057","22","폐수배출업소관리","20141105","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 송이로 143 (가락동)","서울특별시 송파구 가락동 123-13번지 "
"SK네트웍스(주)서원주유소","323000022199400144","22","폐수배출업소관리","20141105","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 중대로 154 (가락동)","서울특별시 송파구 가락동 146-6번지 "
"유로피아","323000022200700767","22","폐수배출업소관리","20141105","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 송파대로44길 4 (송파동)","서울특별시 송파구 송파동 16-7번지 "
"서울자동차공업사","323000021200400020","21","","20141016","3230000","서울특별시 송파구","수시","","배출시설 및 방지시설 적정여부","","서울특별시 송파구 새말로 116  (문정동)","서울특별시 송파구 문정동 83-24번지 "
"동서울자동차공업사","323000021200400016","21","","20141016","3230000","서울특별시 송파구","정기","","배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 문정로 231  (오금동)","서울특별시 송파구 오금동 145-13번지 "
"송파카독크(주)","323000021200400082","21","","20141016","3230000","서울특별시 송파구","정기","","배출시설 및 방지시설 적정 운영여부","","서울특별시 송파구 위례성대로12길 30  (방이동)","서울특별시 송파구 방이동 163-6번지 "
"송파현대써비스(주)","323000021200700004","21","","20141016","3230000","서울특별시 송파구","정기","","배출시설 및 방지시설 적정 운영여부","","서울특별시 송파구 송이로32길 38  (문정동)","서울특별시 송파구 문정동 20-6번지 "
"하이카자동차공업사","323000022200200703","22","폐수배출업소관리","20141015","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 송이로 141 (가락동)","서울특별시 송파구 가락동 123-12번지 "
"D.H모터스","323000022200400741","22","폐수배출업소관리","20141015","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 문정로 161  (가락동180-24)","서울특별시 송파구 가락동 180번지 180-24 "
"(주)일원현대자동차","323000021200500017","21","","20141014","3230000","서울특별시 송파구","정기","","대기환경보전법 의거 적정운영 여부","","","서울특별시 송파구 방이동 212-2번지 "
"쌍용강동정비업소(주)","323000021200500012","21","","20141014","3230000","서울특별시 송파구","수시","","배출시설 및 방지시설 적정 운영여부","","서울특별시 송파구 올림픽로51길 5  (풍납동)","서울특별시 송파구 풍납동 504-6번지 "
"방이자동차공업사","323000021200400075","21","","20141010","3230000","서울특별시 송파구","정기","","배출시설 및 방지시설 적정 운영여부","","서울특별시 송파구 가락로 238  (방이동)","서울특별시 송파구 방이동 126-14번지 "
"(주)명성카라인","323000021200400040","21","","20141010","3230000","서울특별시 송파구","정기","","대기 배출시설 및 방지시설 적정 운영여부","","서울특별시 송파구 백제고분로51길 9  (방이동)","서울특별시 송파구 방이동 49-11번지 "
"(주)방이현대공업사","323000021200500013","21","","20141010","3230000","서울특별시 송파구","정기","","대기환경보전법 법규 준수여부 및 대기오염도 검사의뢰 기술지도","","서울특별시 송파구 오금로11길 21-20  (방이동)","서울특별시 송파구 방이동 37번지 "
"(주)온리원엠케이","323000022200400740","22","폐수배출업소관리","20141008","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 오금로 137 (방이동)","서울특별시 송파구 방이동 109-15번지 "
"가락서비스","323000022199500172","22","폐수배출업소관리","20141008","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 중대로 187 (가락동)","서울특별시 송파구 가락동 36-4번지 "
"현대카정비센타","323000022200100643","22","폐수배출업소관리","20141008","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 오금로46길 6  (가락동)","서울특별시 송파구 가락동 174-16번지 "
"(주)에이블모터스","323000021200400018","21","","20141007","3230000","서울특별시 송파구","정기","","배출시설 및 방지시설 적정여부","","서울특별시 송파구 마천로 95 (오금동)","서울특별시 송파구 오금동 25-2번지 "
"송파현대자동차정비(주)","323000021200500024","21","","20141007","3230000","서울특별시 송파구","정기","","배출시설 및 방지시설 적정운영 여부","","","서울특별시 송파구 가락동 180-2번지 "
"문정현대자동차공업사","323000021200600009","21","","20141007","3230000","서울특별시 송파구","정기","","배출시설 및 방지시설 적정 운영여부","","서울특별시 송파구 송이로 190  (문정동)","서울특별시 송파구 문정동 4번지 "
"(주)아우토플라츠 송파서비스센터","323000021200700002","21","","20140926","3230000","서울특별시 송파구","정기","","대기배출시설 및 방지시설 관련 현장점검","","서울특별시 송파구 문정로4길 31 (문정동)","서울특별시 송파구 문정동 89-9번지 "
"송일자동차공업(주)","323000021200600007","21","","20140926","3230000","서울특별시 송파구","정기","N","대기배출시설 및 방지시설 관련 현장점검","","서울특별시 송파구 문정로4길 25  (문정동)","서울특별시 송파구 문정동 89-12번지 "
"문정카독크","323000021200400050","21","","20140926","3230000","서울특별시 송파구","정기","","배출시설 및 방지시설 적정여부","","서울특별시 송파구 새말로 184  (문정동)","서울특별시 송파구 문정동 112-7번지 "
"ICM 모터스세차장","323000022201100005","22","폐수배출업소관리","20140923","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 중대로23길 1-11  (가락동)","서울특별시 송파구 가락동 10-3번지 "
"형제카세차장","323000022200600760","22","폐수배출업소관리","20140923","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 중대로 186  (가락동)","서울특별시 송파구 가락동 155-3번지 "
"성진자동차공업사","323000021200400056","21","","20140923","3230000","서울특별시 송파구","정기","","배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 중대로 241  (오금동)","서울특별시 송파구 오금동 49-6번지 "
"(주)우주카독크","323000021200300011","21","","20140923","3230000","서울특별시 송파구","수시","","대기환경보전법 법규 준수여부 및 대기오염도 검사의뢰","","서울특별시 송파구 동남로24길 17 (오금동)","서울특별시 송파구 오금동 155-10번지 "
"디에이치상사","323000022200500751","22","폐수배출업소관리","20140923","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 가락로 53  (석촌동)","서울특별시 송파구 석촌동 239-10번지 "
"SK네트웍스(주)  방이주유소","323000022199700112","22","폐수배출업소관리","20140922","3230000","서울특별시 송파구","정기","N","배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 위례성대로12길 38  (방이동)","서울특별시 송파구 방이동 132-1번지 "
"돈방자동차공업사","323000022200200699","22","폐수배출업소관리","20140916","3230000","서울특별시 송파구","합동","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 송이로30길 31  (문정동)","서울특별시 송파구 문정동 91-15번지 "
"한양오토프라자","323000022200400744","22","폐수배출업소관리","20140916","3230000","서울특별시 송파구","합동","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 송이로32길 36  (문정동)","서울특별시 송파구 문정동 20-4번지 "
"오금점기아오토큐","323000022199300071","22","폐수배출업소관리","20140916","3230000","서울특별시 송파구","합동","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 중대로 294 (오금동)","서울특별시 송파구 오금동 81-4번지 "
"베스트정비공장(주)","323000021200400079","21","","20140915","3230000","서울특별시 송파구","수시","","대기배출시설및 방지시설 적정 운영여부","","서울특별시 송파구 오금로11길 45  (방이동)","서울특별시 송파구 방이동 46-2번지 "
"(주)퍼펙트모터스","323000021200700003","21","","20140915","3230000","서울특별시 송파구","수시","","배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 올림픽로34길 9-15 (방이동)","서울특별시 송파구 방이동 42-3번지 "
"(주)르노삼성자동차송파잠실정비사업소","323000021200600010","21","","20140915","3230000","서울특별시 송파구","정기","","방지시설 적정설치 및 운영여부등","","서울특별시 송파구 백제고분로51길 29  (방이동)","서울특별시 송파구 방이동 41-2번지 "
"세이프모터스","323000022201300008","22","폐수배출업소관리","20140829","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 마천로25길 3 (오금동)","서울특별시 송파구 오금동 119-25번지 "
"오륜카크리닉","323000022199900522","22","폐수배출업소관리","20140829","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 위례성대로22길 10 (오금동)","서울특별시 송파구 오금동 8-3번지 "
"현대오토마스타","323000022200500748","22","폐수배출업소관리","20140829","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 성내천로 83  (오금동)","서울특별시 송파구 오금동 139번지 "
"(주)동아일보사","323000022201300005","22","폐수배출업소관리","20140829","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 성내천로 103 (오금동)","서울특별시 송파구 오금동 135번지 "
"올림픽병원","323000022201200001","22","폐수배출업소관리","20140826","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 백제고분로 283 (석촌동)","서울특별시 송파구 석촌동 14-10번지 "
"대영운수(주)","323000022199600200","22","폐수배출업소관리","20140825","3230000","서울특별시 송파구","수시","N","가동개시 신고에 따른 폐수배출시설 및 방지시설 적정 운영 여부","","서울특별시 송파구 충민로6길 61-22 (장지동)","서울특별시 송파구 장지동 863-2번지 "
"소낙스 가락점","323000022201300006","22","폐수배출업소관리","20140825","3230000","서울특별시 송파구","정기","N","폐수배출시설 및 방지시설 운영 적정 여부","","서울특별시 송파구 중대로20길 10  (가락동)","서울특별시 송파구 가락동 154-3번지 "
"원월드","323000021200600012","21","","20140722","3230000","서울특별시 송파구","정기","Y","배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 중대로 126  (가락동)","서울특별시 송파구 가락동 112-5번지 "
"(주)동부카독크","323000021200500021","21","","20140722","3230000","서울특별시 송파구","수시","","배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 송이로 149  (가락동)","서울특별시 송파구 가락동 124번지 "
"문화자동차공업사","323000021200400062","21","","20140722","3230000","서울특별시 송파구","정기","","배출시설 및 방지시설 적정 운영여부","","서울특별시 송파구 중대로 178  (가락동)","서울특별시 송파구 가락동 147-1번지 "
"주-참존서비스","323000021200500009","21","","20140722","3230000","서울특별시 송파구","정기","","배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 중대로 182  (가락동)","서울특별시 송파구 가락동 155-5번지 "
"대신자동차공업사","323000021200400010","21","","20140722","3230000","서울특별시 송파구","정기","","방지시설 적정설치 및 운영여부","","서울특별시 송파구 오금로36길 56  (가락동)","서울특별시 송파구 가락동 46-15번지 "
"세종자동차공업사","323000021200600013","21","","20140722","3230000","서울특별시 송파구","정기","","배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 송이로 140  (가락동)","서울특별시 송파구 가락동 122-3번지 "
"(주)송파모터스","323000021200500019","21","","20140722","3230000","서울특별시 송파구","수시","","배출시설 및 방지시설 적정운영 여부","","서울특별시 송파구 송파대로28길 16  (가락동)","서울특별시 송파구 가락동 99번지 "
